# Constructed from biom file
#OTU ID	BB195	BB192	BB190	BB203	BB191	BB200	BB207	BB198	BB197	BB208	BB204	BB209	taxonomy
2736efa838cc58b606bbb24ea30405ec	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured
962709ee87e9ebf67bbd708d133a2871	0.0	17.0	14.0	0.0	0.0	0.0	0.0	16.0	21.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Acidothermaceae; g__Acidothermus; s__uncultured_Thermomonosporaceae
e2117e4d0915b90d0f51aed16280e37a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Acidicapsa; s__Acidicapsa_sp.
4d2258f5cd36b5ce048b4e506028a9e7	117.0	101.0	20.0	5.0	101.0	0.0	0.0	7.0	42.0	0.0	0.0	2.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_forest
908f295d6f222ed15a99176b7b8ac3da	5.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	3.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured; s__uncultured_bacterium
d6c1d09e830fde3f3dce9d5d97fe9b15	0.0	2.0	0.0	0.0	0.0	0.0	20.0	74.0	6.0	45.0	62.0	86.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__uncultured
e092d0f29ba31948f618390928240268	0.0	2.0	5.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1
28d4882bc3f43a749461df7aba66f017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__WD260; f__WD260; g__WD260; s__uncultured_bacterium
a7d8cb51e34553bf98fa1a970a736b26	1.0	0.0	0.0	0.0	38.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured; s__uncultured_Acidobacteriaceae
26630a8dbf61e96aed0cd158135de8e7	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	5.0	2.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__AKYH767; g__AKYH767; s__metagenome
d1f729792ff7a306cb49ad9586472f98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae
ffd3fafe68adc8c879ce65dc6ee712a9	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	25.0	9.0	0.0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Pajaroellobacter
8e5f6fec5a407c29dbf308affd02fd94	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__metagenome
61f64ef3957244579a4b68df9f774a30	6.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	3.0	0.0	9.0	8.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured
ef3c3f700586fde8b05e170b869ec623	0.0	0.0	4.0	0.0	4.0	0.0	35.0	3.0	16.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dyella
e504d4bfc012b057a524cf20e999872d	33.0	6.0	15.0	42.0	9.0	10.0	41.0	3.0	5.0	85.0	143.0	78.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Roseiarcus; s__uncultured_bacterium
9d01fee0214dc907b770eb5e2ea330ad	51.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__uncultured_bacterium
cd5a05e910b4086ca2b7d7c2700f75d8	2.0	0.0	2.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter; s__uncultured_Acidobacteria
e2aaebf13108664092f283c92a5bceb4	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter
841b957d0c906e09bb407d466c5b8b5f	0.0	4.0	2.0	0.0	0.0	0.0	14.0	27.0	7.0	3.0	0.0	3.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__metagenome
9e3e5ffd3023c8df8e08af1e3b5a5897	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	7.0	9.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__uncultured_Actinomycetales
b8a718ea6e298b66bd555bc8244e335e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49
0c86af32ea14990650505d114a93a6c6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	1.0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256
50892f1eab5f3edc80d20705103745c0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__uncultured
118a247ab1f9df455a8a9dc52b773315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	3.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__uncultured
7d037f76a171fbcf6db11c66253cc3b8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus_Koribacter
7b06896020da257351590f805ac0f224	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	11.0	4.0	6.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured
77f9cfd81750359a91336da23d3fb4a0	0.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Bryobacterales; f__Bryobacteraceae; g__Bryobacter
a95ae52203821db14b665c2333c6adaf	0.0	0.0	3.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2
d69a4fdeb9dbded148d79fb5909cb1c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	3.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
e72f1dbbc5f64c26c76a98fd25a7e953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__uncultured
55e0d7cc6dcc62f357408a6580e40d67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	17.0	21.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium
2b641ffcae8cf32c14dbde06e15de5ea	2.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	2.0	0.0	0.0	3.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter
1291bc7106dc95d1b6b1deb3672a628a	0.0	0.0	0.0	31.0	0.0	0.0	12.0	0.0	0.0	30.0	39.0	5.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2
62497a40b7c3873e06e5b3e8fdd4363c	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	6.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales
160a5f15b5cd5d7743fd3df7abec801d	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__uncultured; f__uncultured; g__uncultured; s__uncultured_forest
d6005f468f60b75247513b350670ca74	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	5.0	3.0	6.0	1.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter
8ad1f801c23fd7a82b9f14894e9c49ce	234.0	158.0	58.0	68.0	148.0	94.0	204.0	82.0	266.0	363.0	89.0	124.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella
34da1127ef44a068024085205924827e	0.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured
0ad9bca36034e65c3d6de462de2e4af4	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__RCP2-54; c__RCP2-54; o__RCP2-54; f__RCP2-54; g__RCP2-54
bfa262f7755d15880682dda449279bfe	0.0	2.0	2.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter; s__uncultured_Acidobacteriaceae
ed689b0fce0459f068388ade49aea7c3	12.0	18.0	16.0	20.0	28.0	5.0	17.0	17.0	14.0	4.0	57.0	15.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2
3ff4bdc61b36da7720b9797092400dab	2.0	0.0	35.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__WPS-2; c__WPS-2; o__WPS-2; f__WPS-2; g__WPS-2; s__uncultured_bacterium
625e688b9e778d1307444154c82e3fbd	8.0	1.0	1.0	0.0	16.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	d__Bacteria; p__WPS-2; c__WPS-2; o__WPS-2; f__WPS-2; g__WPS-2; s__uncultured_bacterium
afeef97a69a23ce81eb084f10bf8bc46	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	7.0	8.0	3.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__uncultured
830d849b800a8a39353e96f5c6be10a6	0.0	2.0	0.0	3.0	1.0	0.0	10.0	17.0	3.0	54.0	42.0	25.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella
9636995497df32817910845b65d9bccc	0.0	0.0	190.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus
eda96fb6a3bb8b8399668c1021965676	2.0	0.0	2.0	5.0	2.0	0.0	0.0	2.0	1.0	42.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter
d0377dee985c1c66365df3758c039b15	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__uncultured_bacterium
fde8fcfc1e7c34a7b4880d45f5694723	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__uncultured_proteobacterium
dc013a5b3dafd5e6ff4a86768c6b67f2	4.0	3.0	6.0	0.0	8.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__JG36-TzT-191; f__JG36-TzT-191; g__JG36-TzT-191; s__uncultured_bacterium
83475164510a762eb1846e5b8d71b01c	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Occallatibacter
1c4ec020ebc8cad57923af695c3c0af0	54.0	73.0	34.0	10.0	168.0	20.0	1.0	9.0	40.0	0.0	6.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_forest
e73ef4ccafe2fe443500ba11d271cbe7	0.0	0.0	0.0	0.0	0.0	0.0	19.0	13.0	22.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__Flavitalea_antarctica
fcd60389fc7ca08038076f5c5d5384df	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	144.0	2.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_forest
a52ea70bbec90733d121c8f296ec4d78	3.0	5.0	0.0	0.0	4.0	0.0	3.0	3.0	15.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured
274a9eba82b1a25aec66903a70f6a3f3	2.0	8.0	3.0	0.0	4.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus_Koribacter; s__uncultured_eubacterium
52505516125071f4c00b90a41f1bda8e	22.0	14.0	11.0	0.0	6.0	0.0	4.0	36.0	33.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured
ece590f86c084a7a297f5b7678de6d05	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured; s__Rhizobiales_bacterium
c335c184ea9a3195d33875e26a02da74	47.0	10.0	18.0	13.0	32.0	13.0	2.0	0.0	7.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured
27d74da8227cc718b90ebabb5ed86b28	4.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	3.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_forest
0a9058440ca3fcf927ff3ff3795a91cc	0.0	0.0	0.0	2.0	24.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Solibacterales; f__Solibacteraceae; g__Candidatus_Solibacter
8a0e904ab24db76caba6bedf14e985c1	1.0	2.0	0.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Acidothermaceae; g__Acidothermus; s__metagenome
5f4e2cc317399e568a70e05e94b48fdd	5.0	0.0	4.0	0.0	9.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae; g__uncultured; s__uncultured_bacterium
a0a1c85bfd2e05170eb82b9def4ea276	5.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__uncultured
64e692b145d5cf2f9cb61e081d9c9042	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	26.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia
f4e769cdd7cdb4e243400082692c1450	0.0	2.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__KF-JG30-B3; g__KF-JG30-B3
f14d299a0a61d7366314ee69891bc173	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter
14d5bbe3e695dbeb188bc2c107f76b8d	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	114.0	298.0	60.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured; s__uncultured_Holophaga
5b8496e00dfdf7e3eb479c70a172a125	0.0	0.0	0.0	2.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella
dec9a7bee8343587666fdac5f5ccbfba	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101_soil_group; g__WD2101_soil_group; s__uncultured_bacterium
5179747da57fedbf0075ff4301c8845f	0.0	0.0	0.0	0.0	0.0	3.0	0.0	50.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Occallatibacter
996151aef16b4ffd3f064b4c292d011e	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	d__Bacteria; p__RCP2-54; c__RCP2-54; o__RCP2-54; f__RCP2-54; g__RCP2-54; s__uncultured_bacterium
a961c3773cdea6b320dd99d31429a119	6.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae; g__uncultured; s__uncultured_bacterium
74e5c8af0e9230d9453bae280dbb2959	3.0	0.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Xiphinematobacteraceae; g__Candidatus_Xiphinematobacter; s__uncultured_Verrucomicrobia
c859cec600d0bc9f71e045e68242b316	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella
c39d287a4d1b62312de68b400a413493	11.0	0.0	46.0	7.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
c2e85750e248b48c3afac1d646624cff	0.0	4.0	0.0	0.0	14.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__uncultured
3cb0200226ce427a34a65801af104f8c	0.0	10.0	0.0	7.0	0.0	0.0	34.0	14.0	34.0	64.0	146.0	96.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella
7baa66e521ab2c5b679d3856f5f2f35f	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__uncultured; s__bacterium_enrichment
638fc13b8fc91d508b741a1b071cf8f5	2.0	7.0	0.0	6.0	3.0	1.0	5.0	0.0	6.0	2.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_Holophaga
acf6e9381f00f7656d635ce701ae8a1c	0.0	20.0	0.0	0.0	33.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_Acidobacteriales
6c194c7de7144eff3f120ba4433adcdc	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
